PRT_ID,AREA,SQFT,BEDROOM,BATHROOM,NO_OF_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,PARKING
P04925,Velachery,1852,3,2,5,No,House,NoSewr ,No Access,I,4.1,2.5,3.6,3.23,240380,100805,7754200,0
P04961,Chrompet,1191,1,1,3,Yes,Commercial,NoSeWa,Paved,RH,4.1,4.8,4.4,4.47,453844,123776,13752850,1
P00678,Chrompet,1061,1,1,3,Yes,Others,ELO,Paved,RM,4.6,2.2,2.8,3.1,292148,100741,10074070,1
P02136,KK Nagar,2493,4,2,6,No,Others,NoSeWa,Paved,RH,3.7,3.6,4.3,3.91,583328,170137,12152660,0
P04904,Chrompet,1015,1,1,3,No,House,NoSeWa,Paved,RH,2.1,3.1,2.9,2.74,249761,22706,7568500,0
P02938,KK Nagar,1911,3,2,5,No,House,AllPub,Paved,RM,2.6,2.5,3.7,3.01,475837,95167,10574160,0
P07251,Chrompet,1287,2,1,4,No,House,NoSewr ,Gravel,RL,4.9,2.1,3.3,3.3,328890,79731,9966350,0
P04253,Karapakkam,1576,2,2,4,Yes,House,ELO,Paved,RM,4.2,2.7,2.8,3.19,341784,126948,9765250,1
P07428,Chrompet,840,1,1,3,No,Others,ELO,Gravel,RM,2.7,2.1,3,2.55,249271,137529,8595550,0
P09755,Velachery,1626,2,1,4,Yes,Others,NoSeWa,No Access,RH,2.3,4.7,2.2,3.35,279030,189020,9000960,1
P01712,Chrompet,1262,2,1,4,No,Commercial,AllPub,Paved,RH,3.5,4.3,2.8,3.61,422870,132147,13214700,0
P05259,Chrompet,1261,2,1,4,Yes,House,NoSewr ,Gravel,RL,2.1,4.8,2.8,3.39,286982,187642,11037750,1
P01217,Chrompet,1015,1,1,3,No,Others,NoSeWa,Gravel,RL,2.5,4.2,5,3.93,229223,137534,9168900,0
P01380,Chrompet,1195,1,1,3,Yes,Commercial,AllPub,Paved,RL,2.4,2.7,3.7,2.91,439231,141688,14168750,1
P07477,Chrompet,800,1,1,2,Yes,Others,ELO,Paved,RH,4.1,2.1,4.5,3.42,238773,135305,7959100,1
P08906,Velachery,1873,3,2,5,Yes,Commercial,ELO,No Access,RL,2.2,2.1,3.6,2.58,616841,154210,15421030,1
P02302,KK Nagar,2207,3,2,5,No,House,AllPub,Gravel,RH,5,4.4,3.3,4.14,524246,171182,10698900,0
P01910,Velachery,1732,2,1,4,No,Commercial,NoSewr ,Paved,RH,4,4.7,3.7,4.23,516352,209332,13955470,0
P02186,Chrompet,961,1,1,3,Yes,Commercial,NoSeWa,Paved,RL,4.3,5,3.7,4.4,316546,177266,12661850,1
P09581,Velachery,1986,3,2,5,No,Others,AllPub,No Access,RM,3,2.4,2.8,2.67,404059,103605,10360480,0
P00354,Anna Nagar,1823,2,1,5,Yes,Others,ELO,Gravel,RL,2,3.6,4,3.2,537668,101721,14531570,1
P01761,Chrompet,830,1,1,3,No,Others,NoSeWa,No Access,RH,4.9,4.9,2.2,4.09,186081,64166,6416600,0
P06594,Chrompet,724,1,1,2,Yes,Commercial,AllPub,Paved,RH,3.2,2,4.6,3.14,315882,157941,10529400,1
P07689,Chrompet,1007,1,1,3,No,Others,NoSeWa,No Access,RH,3.1,5,2.6,3.71,231154,119305,7456590,0
P03763,Velachery,1875,3,2,5,No,Commercial,NoSeWa,No Access,RL,4.4,4.6,3.8,4.31,527187,271125,15062480,0
P02241,Adyar,1150,1,1,3,No,Commercial,ELO,No Access,I,2.1,4.8,2.5,,396467,104947,11660780,0
P04084,Velachery,1693,2,1,4,Yes,Commercial,NoSeWa,No Access,A,2.6,3.7,3.8,3.46,497620,229671,12759490,1
P09680,Velachery,1538,2,1,4,No,House,NoSeWa,Paved,C,3.9,4.7,3.6,4.17,211773,129796,6831380,0
P00067,Anna Nagar,1993,2,1,5,No,Commercial,AllPub,Gravel,RM,4.9,2.9,4.9,4.4,722752,163202,23314580,0
P03170,Adyar,926,1,1,3,No,Commercial,NoSewr ,Paved,RM,2.3,3.8,4,3.45,369326,160041,12310870,0
P01103,Anna Nagar,1994,2,1,5,Yes,House,NoSewr ,Gravel,RM,2.3,2.6,4.6,3.295,439277,287802,15147490,1
P02209,Chrompet,1061,1,1,3,No,Others,AllPub,Gravel,RL,3.5,2.8,4.5,3.52,300821,141010,9400670,0
P02937,Anna Nagar,1803,2,1,5,Yes,House,NoSeWa,Paved,RH,2.3,3.1,2.7,2.66,423315,205244,12827720,1
P05048,Velachery,1664,2,1,4,Yes,Commercial,AllPub,Paved,I,2.6,3.2,4.7,3.5,428979,128694,14299300,1
P09142,Adyar,978,1,1,3,No,House,NoSeWa,No Access,RH,2.1,4,2.4,2.63,217702,34016,6803175,0
P01848,T Nagar,1914,2,1,5,Yes,House,ELO,No Access,RM,2.2,3,2.3,2.445,536363,147500,13409070,1
P09607,Velachery,1668,2,1,4,No,Others,NoSewr ,Paved,I,3.5,4.5,4.3,4.19,316223,180699,9034940,0
P04317,Adyar,1205,2,2,4,No,Commercial,NoSeWa,Paved,RL,4.3,2.7,2.3,2.98,499782,114236,14279490,0
P05866,Karapakkam,685,1,1,2,No,House,NoSewr ,Gravel,RH,3.4,2.2,4,3.28,227740,51242,5693500,0
P01946,KK Nagar,2088,3,2,5,No,House,AllPub,Gravel,RL,4.7,2.1,4.4,3.8,463215,121318,11028940,0
P08559,Chrompet,1014,1,1,3,Yes,Others,NoSeWa,Paved,RM,3.2,4.3,3.1,3.61,343748,53711,10742130,1
P00164,Chrmpet,806,1,1,3,Yes,House,NoSeWa,Gravel,RH,2.1,4,2.6,3.01,210030,108905,7778900,1
P06386,Velachery,1545,2,1,4,Yes,Others,ELO,Gravel,I,3.2,3.4,2.6,3.11,309593,154797,9674790,1
P02365,Chrompet,1045,1,1,3,No,Commercial,NoSewr ,Gravel,RM,3.4,4.5,3.8,3.96,432667,108167,13520850,0
P02026,T Nagar,1951,2,1,5,Yes,Others,ELO,No Access,RH,4,2.5,4.7,3.94,461605,149343,13576610,1
P05838,Karapakkam,898,1,1,3,No,Others,AllPub,No Access,I,2.2,2.3,4.8,3.27,180749,41314,5164250,0
P03683,KK Nagar,2339,4,2,6,Yes,Commercial,NoSewr ,Gravel,RH,4,4.7,4.8,4.53,753187,263616,18829680,1
P04725,KK Nagar,2379,4,2,6,No,House,NoSeWa,Paved,RM,4.9,3.1,2.6,3.44,499658,154656,11896620,0
P04264,Karapakkam,1692,2,2,4,Yes,House,NoSeWa,Gravel,RL,3.4,3.9,3.3,3.51,338870,119601,9966750,1
P01519,KK Nagar,2352,4,2,6,Yes,Others,NoSewr ,Gravel,RM,2.4,4.4,4.9,4,691429,158453,14404780,1
P01016,Chrompet,1114,1,1,3,Yes,House,NoSewr ,Gravel,RL,2.9,4.5,3,3.57,282411,136336,9738300,1
P02338,Anna Nagar,1890,2,1,5,Yes,House,NoSewr ,Gravel,RH,3.9,4.6,5,4.515,374737,214135,13383450,1
P06763,KK Nagar,2363,4,2,6,No,House,AllPub,Paved,RL,3.3,3.9,3.8,3.68,390077,286822,11472860,0
P04195,Velachery,1527,2,1,4,No,Commercial,AllPub,No Access,RH,4.2,3.5,5,4.13,437342,121484,12148390,0
P07564,KK Nagar,2193,3,2,5,Yes,Others,NoSeWa,Paved,RM,3.3,4.1,3.9,3.78,472218,310315,13491940,1
P05830,Adyar,1206,2,2,4,Yes,Others,NoSewr ,No Access,I,3.3,3.9,2,2.77,337612,112537,9378105,1
P04241,Chrompet,728,1,1,2,Yes,House,ELO,Gravel,RH,4.7,4.6,4.9,4.72,246589,53941,7705900,1
P02394,Chrompet,1231,2,1,4,Yes,House,NoSeWa,No Access,RL,4.6,4.1,4.9,4.49,295745,28620,9540150,1
P07953,Velachery,1735,2,1,4,Yes,Commercial,NoSeWa,Paved,RH,3.2,4.2,2.6,3.47,570007,195002,15000180,1
P03149,Karapakkam,1266,1,1,3,Yes,House,NoSeWa,No Access,RH,3.1,3.1,3.8,3.38,333274,156435,6801500,1
P09918,Velachery,1977,3,2,5,No,House,ELO,No Access,I,2,4.2,3.1,3.32,250536,148756,7829240,0
P04803,T Nagar,1915,2,1,5,Yes,House,ELO,No Access,RM,4.4,2.7,3,3.345,336613,228897,13464510,1
P08466,Chrompet,1295,2,1,4,Yes,Others,NoSeWa,Gravel,RM,4.9,2.7,2.2,3.21,335049,173301,11553400,1
P06250,Chrompet,749,1,1,2,No,Commercial,NoSeWa,No Access,RL,4.2,3.6,4.6,4.08,305413,124074,9544150,0
P00099,T Nagar,1884,2,1,5,Yes,Commercial,ELO,No Access,RH,4,2.2,3.3,3.235,655925,389456,20497670,1
P04607,KK Nagar,1361,2,1,4,Yes,Others,NoSeWa,Gravel,RL,3.9,3.4,4.9,4.15,457413,180838,10637520,1
P04104,KK Nagar,1934,3,2,5,No,House,NoSewr ,Gravel,RM,3.6,3.1,2.3,2.93,425711,261976,10915660,0
P08940,Chrompet,1055,1,1,3,Yes,House,AllPub,Paved,RM,3.5,4.8,3.8,4.11,330437,160212,10013250,1
P07184,Chrompet,851,1,1,3,Yes,Others,ELO,Gravel,RM,2.7,3.2,2.4,2.81,305989,173394,10199620,1
P04248,Chrompet,1118,1,1,3,Yes,House,NoSewr ,No Access,RH,2.6,4.4,3.9,3.71,228323,40772,8154400,1
P03019,Karapakkam,1451,2,2,4,No,House,NoSeWa,No Access,I,3,2.8,5,3.74,225080,98816,5489750,0
P04383,KK Nagar,2470,4,2,6,No,House,AllPub,Paved,RL,4.2,4,4.4,4.22,407138,151223,11632500,0
P00468,Chrompet,935,1,1,3,No,Commercial,AllPub,No Access,RL,4.6,4.9,3.1,4.27,342752,154791,11056500,0
P06347,KK Nagar,2500,4,2,6,No,House,NoSewr ,Paved,RM,3.6,3.7,2.1,3.03,557226,133250,12113600,0
P04052,Anna Nagar,1984,2,1,5,No,Commercial,NoSeWa,Gravel,RH,4.2,4.3,2,3.345,743552,371776,20654230,0
P07923,Anna Nagar,1818,2,1,5,No,Others,AllPub,Gravel,RM,3.4,2.2,2.2,2.62,405693,285488,15025660,0
P08921,Velachery,1741,2,1,4,No,Others,NoSewr ,No Access,RM,4.4,5,2.4,4.07,329738,208834,10991250,0
P05300,Chrompet,1065,1,1,3,No,Others,NoSewr ,Paved,RL,3.2,2.5,2.3,2.65,232284,26802,8934000,0
P08608,Chrompet,858,1,1,3,No,Commercial,NoSeWa,Gravel,RL,3,2,3,2.6,382718,150768,11597500,0
P01052,Chrompet,702,1,1,2,No,House,AllPub,Paved,RH,3.6,2.7,3.6,3.24,205995,90123,6437350,0
P04476,Karapakkam,613,1,1,2,No,House,AllPub,Gravel,A,3.8,3.8,3.1,3.52,152162,88094,4004250,0
P01085,Anna Nagar,1896,2,1,5,No,Commercial,AllPub,Paved,RL,2.3,3.7,2.6,2.77,682594,393009,20684660,0
P05725,Karapakkam,833,1,1,2,No,Others,AllPub,No Access,A,2.2,4.5,4.4,3.77,163356,58808,3267125,0
P06433,KK Nagar,2047,3,2,5,No,Others,NoSewr ,Gravel,RM,3.9,2.2,3.4,3.19,508503,272855,12402500,0
P02480,T Nagar,1579,1,1,4,Yes,Commercial,AllPub,Gravel,RL,4.2,4.9,3,3.835,516356,363362,19124310,1
P09390,Chrompet,988,1,1,3,Yes,Commercial,AllPub,Pavd,RH,4.9,3.3,3.3,3.78,336550,180295,12019650,1
P09474,T Nagar,1667,1,1,4,Yes,Others,NoSeWa,No Access,RM,4.7,4.8,2.1,3.555,336900,134760,13476000,1
P06015,Karapakkam,1184,1,1,3,No,House,ELO,No Access,A,3.3,4.9,2.3,3.38,170696,68279,3793250,0
P09464,Velachery,1733,2,1,4,No,Commercial,NoSeWa,No Access,A,3.3,3.7,2.3,3.18,341368,88095,11011880,0
P08622,Chrompet,1106,1,1,3,Yes,House,ELO,Gravel,RH,4.6,3.6,3.1,3.75,234179,54041,9006900,1
P07131,KK Nagar,2058,4,2,6,No,Commercial,NoSewr ,Gravel,RL,3,2.4,4.5,3.42,717230,170769,17076900,0
P05293,Chrompet,1055,1,1,3,Yes,House,NoSeWa,No Access,RL,3.6,4.7,2.6,3.74,246372,149583,8799000,1
P00310,T Nagar,1735,1,1,4,Yes,Others,ELO,No Access,RM,4.4,4.8,4.2,4.41,497626,113743,14217890,1
P08797,Chrompet,809,1,1,3,No,House,AllPub,Paved,RL,2.4,4.7,2.4,3.32,242482,29392,7347950,0
P06155,KK Nagar,1335,2,1,4,No,House,NoSewr ,Gravel,RL,4,2.1,4.9,3.79,279625,207464,9020160,0
P04906,Karapakkam,652,1,1,2,No,Others,AllPub,No Access,RL,3.1,2.3,2.7,2.7,244500,40750,5093750,0
P05966,Chrompet,1095,1,1,3,Yes,Others,AllPub,Gravel,RM,2.1,3.5,2.5,2.78,372954,67810,11301650,1
P02181,Karapakkam,1477,2,2,4,No,House,ELO,Paved,RH,2.6,3.2,4.5,3.54,368892,169076,7685250,0
P03276,Velachery,1819,3,2,5,No,Others,NoSewr ,Paved,C,3,2.6,2.6,2.7,310069,175985,8380250,0
P00449,T Nagar,1982,2,1,5,Yes,House,NoSewr ,Gravel,RM,2.7,5,4.9,4.265,397023,111167,15880930,1
P01405,Anna Nagar,1599,1,1,4,No,House,ELO,Gravel,RL,2.4,4.1,3.2,3.145,341746,125307,11391530,0
P03687,Chrompet,941,1,1,3,No,Others,NoSewr ,Gravel,RM,4.1,3.6,3.8,3.81,261795,77569,9696120,0
P07810,Chrompet,1198,1,1,3,No,House,NoSeWa,Paved,RM,2.8,4.5,2.2,3.3,288661,81186,9020650,0
P07556,Adyar,967,1,1,3,Yes,Commercial,ELO,Paved,A,3.1,3.1,2.6,2.85,320273,40034,10008525,1
P04391,Velachery,1637,2,1,4,Yes,Others,NoSeWa,Paved,RM,4.7,4.4,4.3,4.45,424542,121298,12129780,1
P04258,Karapakkam,1678,2,2,4,No,Others,NoSeWa,No Access,I,2.2,4.3,4.1,3.59,236793,169138,6765500,0
P08132,Adyar,1023,1,1,3,No,Others,AllPub,Paved,I,4.7,3.9,4.8,4.59,265436,8848,8847850,0
P04691,Karapakkam,774,1,1,2,No,House,ELO,Gravel,C,2.9,4.3,2,2.96,196843,86977,4577750,0
P09453,Chrompet,1032,1,1,3,No,Commercial,NoSeWa,Gravel,RH,2.1,3.4,3,2.89,373758,140159,11679950,0
P00460,Chrompet,889,1,1,3,Yes,Others,NoSeWa,Gravel,RM,4.6,4.2,3,3.96,280292,100104,10010430,1
P05647,Karapakkam,974,1,1,3,No,House,NoSeWa,Paved,RL,4.1,3.3,2.5,3.22,259182,123701,5890500,0
P03557,Karapakkam,790,1,1,2,Yes,House,ELO,Paved,RM,2.8,3.4,3,3.06,235229,55348,6918500,1
P03983,Karapakkam,931,1,1,3,No,House,ELO,Paved,I,4.7,5,4.9,,169826,82340,5146250,0
P09508,Adyar,659,1,1,2,Yes,House,AllPub,Gravel,RH,4.7,3,3.6,3.81,270163,7946,7945975,1
P03072,KK Nagar,2120,3,2,5,Yes,Commercial,AllPub,Gravel,RM,3.6,2.3,4.1,3.41,558127,167438,18604220,1
P08454,Chrompet,843,1,1,3,No,Others,NoSeWa,No Access,RL,3.9,3.7,2,3.25,191328,44153,7358760,0
P00821,Chrompet,736,1,1,2,No,Commercial,NoSeWa,Gravel,RH,4.7,3.3,2,3.33,301939,94356,9435600,0
P00616,Chrompet,1053,1,1,3,Yes,House,NoSewr ,No Access,RH,3,3.4,4.7,3.67,211133,117296,7819750,1
P03428,Velachery,1596,2,1,4,No,Commercial,ELO,Gravel,C,3.9,4.3,2.1,3.54,426242,200584,12536520,0
P01711,Karapakkam,1368,2,2,4,No,House,AllPub,No Access,I,2.4,2.1,2.7,2.43,195498,103180,5430500,0
P02571,Anna Nagar,1544,1,1,4,No,Others,NoSeWa,Gravel,RM,3.3,3.4,3,3.205,423737,105934,13241770,0
P07776,KK Nagar,1486,2,1,4,No,Commercial,NoSewr ,Paved,RH,3.4,4.9,3.1,3.73,439240,213345,12549700,0
P00664,Chrompet,1285,2,1,4,No,Others,NoSewr ,No Access,RL,3.8,3,3,3.24,288856,55908,9317950,0
P02466,Karapakkam,1501,2,2,4,Yes,House,NoSewr ,Gravel,C,2.4,3.9,4.3,3.61,371076,123692,7730750,1
P07861,KK Nagar,2218,3,2,5,No,Others,NoSewr ,Gravel,RL,3.6,4.9,2.4,3.51,381938,152775,12731260,0
P09146,Chrompet,1117,1,1,3,Yes,House,NoSewr ,No Access,RM,4.8,2,3.8,3.38,246778,49356,9871100,1
P02298,Anna Nagar,1561,1,1,4,No,House,NoSewr ,Paved,RL,2.7,5,2.9,3.355,351093,203861,11325590,0
P04865,Karapakkam,792,1,1,2,No,Others,ELO,Gravel,C,3.8,3.7,2.2,3.13,129465,90626,4315500,0
P07444,Adyar,1212,2,2,4,No,House,NoSewr ,Paved,RH,4.2,4.1,4.6,4.38,286674,98544,8958560,0
P06206,T Nagar,1977,2,1,5,No,House,ELO,No Access,RL,2.9,3,2.6,2.79,327617,194143,12133960,0
P09015,Anna Nagar,1965,2,1,5,No,Commercial,NoSewr ,Gravel,RM,4.4,4.5,4.5,4.465,644310,199958,22217590,0
P04544,Karapakkam,775,1,1,2,No,House,NoSewr ,Paved,RH,4.2,3.6,3.6,3.78,249063,59775,4981250,0
P07354,Chrompet,892,1,1,3,Yes,Others,ELO,No Access,RL,3.1,3.8,3.2,3.41,282752,111387,8568240,1
P04124,KK Nagar,1696,2,1,4,No,Others,NoSewr ,Paved,RH,4,2.5,4.3,3.67,409359,232591,9303620,0
P09563,Chrompet,833,1,1,3,No,Commercial,NoSeWa,Paved,RH,4.3,2,2,2.69,276935,138468,9890550,0
P04225,Karapakkam,541,1,1,2,Yes,Others,NoSewr ,No Access,RL,3.9,3,4.6,3.91,281783,89931,5995375,1
P07519,KK Nagar,1414,2,1,4,Yes,Others,NoSewr ,Gravel,RH,2.4,4.7,5,4.13,433952,247973,10332200,1
P02402,Velachery,1966,3,2,5,No,Commercial,AllPub,Paved,RH,2.2,2.7,2.7,2.58,508782,238492,15899450,0
P01069,Chrompet,704,1,1,2,Yes,Others,NoSeWa,No Access,RM,2.5,2.6,5,3.29,217559,31080,7769980,1
P03193,Chrompet,871,1,1,3,No,Others,NoSewr ,Gravel,RM,4,3.6,4.4,3.96,263614,65903,9414770,0
P07680,KK Nagar,1380,2,1,4,Yes,Others,AllPub,Gravel,RM,2.6,4.2,3.8,3.56,342025,262219,11400820,1
P00228,T Nagar,1885,2,1,5,No,Commercial,ELO,No Access,RM,2.4,4,3.5,3.295,803512,370852,20602870,0
P06368,Karapakkam,916,1,1,3,Yes,Others,NoSeWa,Paved,A,2.8,3.8,4.6,3.82,208554,76836,5488250,1
P08591,Chrompet,1115,1,1,3,No,Commercial,NoSeWa,Paved,RL,3.7,4.7,3.5,4.04,365445,48726,12181500,0
P07180,Chrompet,919,1,1,3,No,Commercial,AllPub,Paved,RH,2.9,4.5,3.7,3.78,317425,102029,11336600,0
P05223,Karapakkam,883,1,1,2,No,Others,NoSewr ,No Access,C,4.9,4.4,4.2,4.47,182222,52642,4049375,0
P04218,KK Nagar,2065,3,2,5,Yes,House,AllPub,Gravel,RM,4.2,3.7,2.7,3.45,651668,117300,13033360,1
P02727,Velachery,1869,3,2,5,No,Others,AllPub,Gravel,RL,2.5,2.2,4.2,2.88,412454,176766,11784400,0
P09126,Velachery,1625,2,1,4,No,Commercial,AllPub,Paved,RH,2.7,3,5,3.53,496928,241365,14197950,0
P06094,Karapakkam,537,1,1,2,Yes,House,NoSewr ,Paved,RH,3.1,4.9,4.9,4.36,250604,74648,5332000,1
P09280,Velachery,1534,2,1,4,Yes,House,NoSeWa,No Access,RM,2.2,2.7,4.3,3.06,289647,106204,9654890,1
P00723,Chrompet,1082,1,1,3,Yes,House,NoSewr ,Gravel,RL,3.9,2.6,4.4,3.53,321184,126527,9732850,1
P03648,Chrompet,1279,2,1,4,No,Others,ELO,Gravel,RM,3.2,3.1,4.7,3.61,325972,67443,11240430,0
P08360,T Nagar,1544,1,1,4,No,House,AllPub,No Access,RM,4.6,3.1,3,3.505,289167,115667,11566670,0
P00210,Chrompet,1101,1,1,3,Yes,Commercial,NoSewr ,Paved,RL,4.1,4.1,2.7,3.68,355568,136757,13675700,1
P02910,Karapakkam,1230,1,1,3,No,Others,ELO,Paved,A,4.5,2.4,4.9,4.03,266364,103284,5436000,0
P03905,Karapakkam,956,1,1,3,Yes,Commercial,NoSeWa,Paved,C,3.6,3.7,3.3,3.51,353568,176784,7686250,1
P02018,Karapakkam,552,1,1,2,Yes,Others,ELO,Paved,C,2.2,2.3,4.6,3.19,210170,84068,5254250,1
P03231,Chrompet,925,1,1,3,Yes,Others,NoSewr ,No Access,RL,3.8,4,4.7,4.15,266081,77249,8583250,1
P01220,Anna Nagar,1822,2,1,5,Yes,House,NoSewr ,Gravel,RM,3.4,4,4.3,3.91,382908,147272,14727220,1
P06051,T Nagar,1781,1,1,4,Yes,Commercial,AllPub,No Access,RH,4.2,2.1,3.9,3.54,608669,284046,20288980,1
P09035,Anna Nagar,1628,1,1,4,No,Others,ELO,Gravel,RL,2.5,4.2,5,3.925,366471,78530,13088250,0
P02429,KK Nagar,1736,2,1,4,Yes,House,NoSewr ,Gravel,RL,2.1,2.6,3.5,2.81,414262,116843,10622100,1
P03459,KK Nagar,2016,3,2,5,No,House,NoSewr ,Gravel,RL,2.1,4,4.4,3.59,375374,125125,11374960,0
P06711,Adyar,779,1,1,2,No,Others,AllPub,Gravel,A,2.2,2.5,2.3,2.31,208990,18440,6146755,0
P04041,Chrompet,1217,2,1,4,Yes,House,NoSeWa,Gravel,RM,4.3,3.9,4.8,4.29,300107,139335,10718100,1
P08344,Velachery,1601,2,1,4,Yes,Commercial,NoSeWa,Paved,I,2,2.5,3.8,2.77,403834,260538,13026890,1
P03521,Karapakkam,1201,1,1,3,Yes,Commercial,AllPub,Paved,C,2.3,4.7,2.8,3.22,342198,133077,9505500,1
P02988,Karapakkam,579,1,1,2,No,House,AllPub,Gravel,RH,4.4,2.5,3.4,3.43,274056,51386,5709500,0
P07930,KK Nagar,2289,4,2,6,No,Commercial,NoSewr ,Gravel,RM,4.3,4.3,4.1,4.22,854535,390114,18576840,0
P05961,Adyar,1023,1,1,3,Yes,Others,NoSeWa,Paved,I,3,2.9,2.3,2.63,270380,9013,9012665,1
P06195,KK Nagar,1900,3,2,5,Yes,Commercial,NoSewr ,Paved,RM,2.7,4,2.2,2.89,772422,394428,16434500,1
P02085,Chrompet,807,1,1,3,Yes,Others,NoSeWa,Paved,RM,2,4,3.5,3.25,251912,46650,9330090,1
P07857,T Nagar,1653,1,1,4,Yes,Commercial,ELO,No Access,RM,2,2.9,2.1,2.27,589079,304041,19002540,1
P06048,KK Nagar,1452,2,1,4,Yes,Others,AllPub,Paved,RL,2.2,3.5,2.1,2.55,435863,93399,10377680,1
P06504,T Nagar,1934,2,1,5,No,Commercial,AllPub,No Access,RM,2.1,2,2.8,2.39,707773,343163,21447680,0
P08874,Velachery,1972,3,2,5,No,House,AllPub,Gravel,RM,4,2,4.3,3.19,459010,91802,11475260,0
P01060,Anna Nagar,1606,1,1,4,No,House,ELO,No Access,RM,4.6,3,3.2,3.64,378045,103103,11455900,0
P08481,T Nagar,1908,2,1,5,No,Commercial,ELO,Paved,RL,3,4.2,4.3,3.885,611940,203980,20398010,0
P00095,Chrompet,741,1,1,2,No,Commercial,ELO,No Access,RH,3,5,2,3.5,264275,41293,8258600,0
P08943,Adyar,734,1,1,2,Yes,Commercial,AllPub,Gravel,C,3.6,2.5,4,3.58,398500,20436,10217940,1
P00294,TNagar,1504,1,1,4,Yes,Commercial,ELO,No Access,RH,2.9,2.5,4.2,3.385,414886,282122,16595430,1
P08439,Chrompet,1121,1,1,3,No,House,ELO,No Access,RH,2.1,4.8,2.6,3.33,214830,93093,7161000,0
P02503,Anna Nagar,1979,2,1,5,Yes,House,ELO,No Access,RL,4.2,3.4,3.4,3.68,401521,220189,12952300,1
P02647,Karapakkam,1105,1,1,3,Yes,Commercial,AllPub,No Access,I,2.6,4.1,3.9,3.57,277039,98304,8936750,1
P09004,Velachery,1528,2,1,4,No,Others,ELO,Gravel,A,4.2,4.3,5,4.49,262180,56688,7085950,0
P08306,Anna Nagar,1712,1,1,4,Yes,Others,NoSeWa,No Access,RH,3.6,2.9,2.5,2.985,312470,62494,12498810,1
P04237,Adyar,955,1,1,3,No,Others,ELO,Paved,RM,2.1,2.5,4.5,3.38,315226,19105,9552295,0
P00778,Chrompet,802,1,1,3,No,Others,ELO,Gravel,RL,3.8,3.5,2.3,3.23,264750,24068,8022740,0
P03953,Karapakkam,701,1,1,2,Yes,House,NoSeWa,No Access,A,4.1,4.8,2.8,3.79,140064,60568,3785500,1
P02206,Karapakkam,1418,2,2,4,Yes,Others,NoSeWa,No Access,C,2.3,3.6,4.8,3.69,314676,72113,6555750,1
P08723,Adyar,1155,1,1,3,No,Commercial,ELO,No Access,RM,2.3,2.3,5,3.65,457917,134681,13468145,0
P00677,Chrompet,1061,1,1,3,Yes,House,NoSewr ,Gravel,RM,2.4,3.9,3.1,3.21,274247,152360,10157300,1
P06771,KK Nagar,2258,4,2,6,No,Commercial,NoSeWa,Paved,RL,2.6,4.6,4.5,3.96,693848,312232,17346200,0
P08805,Chrompet,947,1,1,3,No,House,NoSeWa,Gravel,RM,2.3,4,3.4,3.31,226515,90606,9060600,0
P06992,KK Nagar,1868,3,2,5,Yes,Others,AllPub,Gravel,RL,2.4,4.6,2.1,2.94,505829,192697,12043540,1
P05127,T Nagar,1713,1,1,4,No,Others,AllPub,No Access,RL,2.2,3.2,2.7,2.675,382009,203738,12733640,0
P01832,Chrompet,886,1,1,3,No,Commercial,NoSeWa,Paved,RH,3.5,4.9,3.4,4.03,300276,93189,10354350,0
P07551,KK Nagar,2122,3,2,5,No,Commercial,NoSewr ,Paved,RM,3.8,2.8,4.6,3.82,566135,308801,17155600,0
P05013,Karapakkam,980,1,1,3,No,Others,NoSewr ,Paved,RH,3.2,4.2,4.3,3.94,272118,68030,6184500,0
P02996,Anna Nagar,1916,2,1,5,Yes,Commercial,AllPub,Gravel,RM,4.3,2.9,2.5,3.23,936314,444749,23407860,1
P02347,KK Nagar,2079,3,2,5,No,Commercial,NoSewr ,Gravel,RM,3.8,2.2,3.9,3.36,563006,228721,17593940,0
P03126,Karapakkam,1377,2,2,4,No,House,ELO,Paved,I,4,4.7,2.3,3.53,256211,115905,6100250,0
P04777,KK Nagar,2363,4,2,6,No,Commercial,NoSewr ,Gravel,RL,3.5,4.9,4.6,4.36,756744,184572,18457180,0
P01693,Karapakkam,1568,2,2,4,Yes,House,ELO,Gravel,I,3.7,2.7,2.6,2.96,382911,62516,7814500,1
P08619,Adyar,1210,2,2,4,Yes,Others,NoSewr ,Paved,RH,2.9,4.8,3.9,3.78,426624,67362,11226950,1
P05109,Karapakkam,1179,1,1,3,No,House,AllPub,No Access,I,2.6,4.2,2.1,2.88,281964,99862,5874250,0
P08536,Adyar,822,1,1,3,Yes,House,NoSewr ,Gravel,RM,2.9,4.9,3.3,3.5,368162,48442,9688485,1
P00466,Chrompet,1235,2,1,4,No,House,ELO,No Access,RH,4.1,4.1,4.4,4.19,263974,127987,7999200,0
P07000,T Nagar,1735,1,1,4,Yes,Commercial,NoSewr ,Gravel,RM,2.9,3.8,4.6,3.89,783738,283017,21770500,1
P02881,Chrompet,745,1,1,2,Yes,House,AllPub,Paved,RH,4.5,4.9,3.4,4.33,205700,38093,7618500,1
P00009,Chrompet,794,1,1,2,No,House,AllPub,Gravel,RH,2,3.3,2.5,2.67,216394,47336,6762300,0
